relative_path,html_url,path,commit_id,line,priority,comment_or_not,token
FE_TEST_IF_EQUAL_TO_NOT_A_NUMBER.java,https://api.github.com/repos/EricLee543/Testbench/pulls/1/files,FE_TEST_IF_EQUAL_TO_NOT_A_NUMBER.java,45ae48faddca8a829163da2e5d1d1749b2f7ea1d,3,1,TRUE,8ceea3ee741bbfb004e76405ae956fcca7369c1d
